x,y
-6.44,-77.25
-6.43,-77.13
-6.42,-77.01
-6.41,-76.89
-6.40,-76.77
-6.39,-76.65
-6.38,-76.53
-6.37,-76.41
-6.36,-76.29
-6.35,-76.17
-6.34,-76.05
-6.33,-75.93
-6.32,-75.81
-6.31,-75.69
-6.30,-75.57
-6.29,-75.45
-6.28,-75.33
-6.27,-75.21
-6.26,-75.09
-6.25,-74.97
-6.24,-74.85
-6.23,-74.73
-6.22,-74.61
-6.21,-74.49
-6.20,-74.37
-6.19,-74.25
-6.18,-74.13
-6.17,-74.01
-6.16,-73.89
-6.15,-73.77
-6.14,-73.65
-6.13,-73.53
-6.12,-73.41
-6.11,-73.29
-6.10,-73.17
-6.09,-73.05
-6.08,-72.93
-6.07,-72.81
-6.06,-72.69
-6.05,-72.57
-6.04,-72.45
-6.03,-72.33
-6.02,-72.21
-6.01,-72.09
-6.00,-71.97
-5.99,-71.85
-5.98,-71.73
-5.97,-71.61
-5.96,-71.49
-5.95,-71.37
-5.94,-71.25
-5.93,-71.13
-5.92,-71.01
-5.91,-70.89
-5.90,-70.77
-5.89,-70.65
-5.88,-70.53
-5.87,-70.41
-5.86,-70.29
-5.85,-70.17
-5.84,-70.05
-5.83,-69.93
-5.82,-69.81
-5.81,-69.68
-5.80,-69.56
-5.79,-69.44
-5.78,-69.32
-5.77,-69.20
-5.76,-69.08
-5.75,-68.96
-5.74,-68.84
-5.73,-68.72
-5.72,-68.60
-5.71,-68.48
-5.70,-68.36
-5.69,-68.24
-5.68,-68.12
-5.67,-68.00
-5.66,-67.88
-5.65,-67.76
-5.64,-67.64
-5.63,-67.52
-5.62,-67.40
-5.61,-67.28
-5.60,-67.16
-5.59,-67.04
-5.58,-66.92
-5.57,-66.80
-5.56,-66.68
-5.55,-66.56
-5.54,-66.44
-5.53,-66.32
-5.52,-66.20
-5.51,-66.08
-5.50,-65.96
-5.49,-65.84
-5.48,-65.72
-5.47,-65.60
-5.46,-65.48
-5.45,-65.36
-5.44,-65.24
-5.43,-65.12
-5.42,-65.00
-5.41,-64.88
-5.40,-64.76
-5.39,-64.64
-5.38,-64.52
-5.37,-64.40
-5.36,-64.28
-5.35,-64.16
-5.34,-64.04
-5.33,-63.92
-5.32,-63.80
-5.31,-63.68
-5.30,-63.56
-5.29,-63.44
-5.28,-63.32
-5.27,-63.20
-5.26,-63.08
-5.25,-62.96
-5.24,-62.84
-5.23,-62.72
-5.22,-62.60
-5.21,-62.48
-5.20,-62.36
-5.19,-62.24
-5.18,-62.12
-5.17,-62.00
-5.16,-61.88
-5.15,-61.76
-5.14,-61.64
-5.13,-61.52
-5.12,-61.40
-5.11,-61.28
-5.10,-61.16
-5.09,-61.04
-5.08,-60.92
-5.07,-60.80
-5.06,-60.68
-5.05,-60.56
-5.04,-60.44
-5.03,-60.32
-5.02,-60.20
-5.01,-60.08
-5.00,-59.96
-4.99,-59.84
-4.98,-59.72
-4.97,-59.60
-4.96,-59.48
-4.95,-59.36
-4.94,-59.24
-4.93,-59.12
-4.92,-59.00
-4.91,-58.88
-4.90,-58.76
-4.89,-58.64
-4.88,-58.52
-4.87,-58.40
-4.86,-58.28
-4.85,-58.16
-4.84,-58.04
-4.83,-57.92
-4.82,-57.80
-4.81,-57.68
-4.80,-57.56
-4.79,-57.44
-4.78,-57.32
-4.77,-57.20
-4.76,-57.08
-4.75,-56.96
-4.74,-56.84
-4.73,-56.72
-4.72,-56.60
-4.71,-56.48
-4.70,-56.36
-4.69,-56.24
-4.68,-56.12
-4.67,-56.00
-4.66,-55.88
-4.65,-55.76
-4.64,-55.64
-4.63,-55.52
-4.62,-55.40
-4.61,-55.28
-4.60,-55.16
-4.59,-55.04
-4.58,-54.92
-4.57,-54.80
-4.56,-54.68
-4.55,-54.56
-4.54,-54.44
-4.53,-54.32
-4.52,-54.20
-4.51,-54.08
-4.50,-53.96
-4.49,-53.84
-4.48,-53.72
-4.47,-53.60
-4.46,-53.48
-4.45,-53.36
-4.44,-53.24
-4.43,-53.12
-4.42,-53.00
-4.41,-52.88
-4.40,-52.76
-4.39,-52.64
-4.38,-52.52
-4.37,-52.40
-4.36,-52.28
-4.35,-52.16
-4.34,-52.04
-4.33,-51.92
-4.32,-51.80
-4.31,-51.68
-4.30,-51.56
-4.29,-51.44
-4.28,-51.32
-4.27,-51.20
-4.26,-51.08
-4.25,-50.96
-4.24,-50.84
-4.23,-50.72
-4.22,-50.60
-4.21,-50.48
-4.20,-50.36
-4.19,-50.24
-4.18,-50.12
-4.17,-50.00
-4.16,-49.88
-4.15,-49.76
-4.14,-49.64
-4.13,-49.52
-4.12,-49.40
-4.11,-49.28
-4.10,-49.16
-4.09,-49.04
-4.08,-48.92
-4.07,-48.80
-4.06,-48.68
-4.05,-48.56
-4.04,-48.44
-4.03,-48.32
-4.02,-48.20
-4.01,-48.08
-4.00,-47.96
-3.99,-47.84
-3.98,-47.72
-3.97,-47.60
-3.96,-47.48
-3.95,-47.36
-3.94,-47.24
-3.93,-47.12
-3.92,-47.00
-3.91,-46.88
-3.90,-46.76
-3.89,-46.64
-3.88,-46.52
-3.87,-46.40
-3.86,-46.28
-3.85,-46.16
-3.84,-46.04
-3.83,-45.92
-3.82,-45.80
-3.81,-45.68
-3.80,-45.56
-3.79,-45.44
-3.78,-45.32
-3.77,-45.20
-3.76,-45.08
-3.75,-44.96
-3.74,-44.84
-3.73,-44.72
-3.72,-44.60
-3.71,-44.48
-3.70,-44.36
-3.69,-44.24
-3.68,-44.12
-3.67,-44.00
-3.66,-43.88
-3.65,-43.76
-3.64,-43.64
-3.63,-43.52
-3.62,-43.40
-3.61,-43.28
-3.60,-43.16
-3.59,-43.04
-3.58,-42.92
-3.57,-42.80
-3.56,-42.68
-3.55,-42.56
-3.54,-42.44
-3.53,-42.32
-3.52,-42.20
-3.51,-42.08
-3.50,-41.96
-3.49,-41.84
-3.48,-41.72
-3.47,-41.60
-3.46,-41.48
-3.45,-41.36
-3.44,-41.24
-3.43,-41.12
-3.42,-41.00
-3.41,-40.88
-3.40,-40.76
-3.39,-40.64
-3.38,-40.52
-3.37,-40.40
-3.36,-40.28
-3.35,-40.16
-3.34,-40.04
-3.33,-39.92
-3.32,-39.80
-3.31,-39.68
-3.30,-39.56
-3.29,-39.44
-3.28,-39.32
-3.27,-39.20
-3.26,-39.08
-3.25,-38.96
-3.24,-38.84
-3.23,-38.72
-3.22,-38.60
-3.21,-38.48
-3.20,-38.36
-3.19,-38.24
-3.18,-38.12
-3.17,-38.00
-3.16,-37.88
-3.15,-37.76
-3.14,-37.64
-3.13,-37.52
-3.12,-37.40
-3.11,-37.28
-3.10,-37.16
-3.09,-37.04
-3.08,-36.92
-3.07,-36.80
-3.06,-36.68
-3.05,-36.56
-3.04,-36.44
-3.03,-36.32
-3.02,-36.20
-3.01,-36.08
-3.00,-35.96
-2.99,-35.84
-2.98,-35.72
-2.97,-35.60
-2.96,-35.48
-2.95,-35.36
-2.94,-35.24
-2.93,-35.12
-2.92,-35.00
-2.91,-34.88
-2.90,-34.76
-2.89,-34.64
-2.88,-34.52
-2.87,-34.40
-2.86,-34.28
-2.85,-34.16
-2.84,-34.04
-2.83,-33.92
-2.82,-33.80
-2.81,-33.68
-2.80,-33.56
-2.79,-33.44
-2.78,-33.32
-2.77,-33.20
-2.76,-33.08
-2.75,-32.96
-2.74,-32.84
-2.73,-32.72
-2.72,-32.60
-2.71,-32.48
-2.70,-32.36
-2.69,-32.24
-2.68,-32.12
-2.67,-32.00
-2.66,-31.88
-2.65,-31.76
-2.64,-31.64
-2.63,-31.52
-2.62,-31.40
-2.61,-31.28
-2.60,-31.16
-2.59,-31.04
-2.58,-30.92
-2.57,-30.80
-2.56,-30.68
-2.55,-30.56
-2.54,-30.44
-2.53,-30.32
-2.52,-30.20
-2.51,-30.08
-2.50,-29.96
-2.49,-29.84
-2.48,-29.72
-2.47,-29.60
-2.46,-29.48
-2.45,-29.36
-2.44,-29.24
-2.43,-29.12
-2.42,-29.00
-2.41,-28.88
-2.40,-28.76
-2.39,-28.64
-2.38,-28.52
-2.37,-28.40
-2.36,-28.28
-2.35,-28.16
-2.34,-28.04
-2.33,-27.92
-2.32,-27.80
-2.31,-27.68
-2.30,-27.56
-2.29,-27.44
-2.28,-27.32
-2.27,-27.20
-2.26,-27.08
-2.25,-26.96
-2.24,-26.84
-2.23,-26.72
-2.22,-26.60
-2.21,-26.48
-2.20,-26.36
-2.19,-26.24
-2.18,-26.12
-2.17,-26.00
-2.16,-25.88
-2.15,-25.76
-2.14,-25.64
-2.13,-25.52
-2.12,-25.40
-2.11,-25.28
-2.10,-25.16
-2.09,-25.04
-2.08,-24.92
-2.07,-24.80
-2.06,-24.68
-2.05,-24.56
-2.04,-24.44
-2.03,-24.32
-2.02,-24.20
-2.01,-24.08
-2.00,-23.96
-1.99,-23.84
-1.98,-23.72
-1.97,-23.60
-1.96,-23.48
-1.95,-23.36
-1.94,-23.24
-1.93,-23.12
-1.92,-23.00
-1.91,-22.88
-1.90,-22.76
-1.89,-22.64
-1.88,-22.52
-1.87,-22.40
-1.86,-22.28
-1.85,-22.16
-1.84,-22.04
-1.83,-21.92
-1.82,-21.80
-1.81,-21.68
-1.80,-21.56
-1.79,-21.44
-1.78,-21.32
-1.77,-21.20
-1.76,-21.08
-1.75,-20.96
-1.74,-20.84
-1.73,-20.72
-1.72,-20.60
-1.71,-20.48
-1.70,-20.36
-1.69,-20.24
-1.68,-20.12
-1.67,-20.00
-1.66,-19.88
-1.65,-19.76
-1.64,-19.64
-1.63,-19.52
-1.62,-19.40
-1.61,-19.28
-1.60,-19.16
-1.59,-19.04
-1.58,-18.92
-1.57,-18.80
-1.56,-18.68
-1.55,-18.56
-1.54,-18.44
-1.53,-18.32
-1.52,-18.20
-1.51,-18.08
-1.50,-17.96
-1.49,-17.84
-1.48,-17.72
-1.47,-17.60
-1.46,-17.48
-1.45,-17.36
-1.44,-17.24
-1.43,-17.12
-1.42,-17.00
-1.41,-16.88
-1.40,-16.76
-1.39,-16.64
-1.38,-16.52
-1.37,-16.40
-1.36,-16.28
-1.35,-16.16
-1.34,-16.04
-1.33,-15.92
-1.32,-15.80
-1.31,-15.68
-1.30,-15.56
-1.29,-15.44
-1.28,-15.32
-1.27,-15.20
-1.26,-15.08
-1.25,-14.96
-1.24,-14.84
-1.23,-14.72
-1.22,-14.60
-1.21,-14.48
-1.20,-14.36
-1.19,-14.24
-1.18,-14.12
-1.17,-14.00
-1.16,-13.88
-1.15,-13.76
-1.14,-13.64
-1.13,-13.52
-1.12,-13.40
-1.11,-13.28
-1.10,-13.16
-1.09,-13.04
-1.08,-12.92
-1.07,-12.80
-1.06,-12.68
-1.05,-12.56
-1.04,-12.44
-1.03,-12.32
-1.02,-12.20
-1.01,-12.08
-1.00,-11.96
-0.99,-11.84
-0.98,-11.72
-0.97,-11.60
-0.96,-11.48
-0.95,-11.36
-0.94,-11.24
-0.93,-11.12
-0.92,-11.00
-0.91,-10.88
-0.90,-10.76
-0.89,-10.64
-0.88,-10.52
-0.87,-10.40
-0.86,-10.28
-0.85,-10.16
-0.84,-10.04
-0.83,-9.92
-0.82,-9.80
-0.81,-9.68
-0.80,-9.56
-0.79,-9.44
-0.78,-9.32
-0.77,-9.20
-0.76,-9.08
-0.75,-8.96
-0.74,-8.84
-0.73,-8.72
-0.72,-8.60
-0.71,-8.48
-0.70,-8.36
-0.69,-8.24
-0.68,-8.12
-0.67,-8.00
-0.66,-7.88
-0.65,-7.76
-0.64,-7.64
-0.63,-7.52
-0.62,-7.40
-0.61,-7.28
-0.60,-7.16
-0.59,-7.04
-0.58,-6.92
-0.57,-6.80
-0.56,-6.68
-0.55,-6.56
-0.54,-6.44
-0.53,-6.32
-0.52,-6.20
-0.51,-6.08
-0.50,-5.96
-0.49,-5.84
-0.48,-5.72
-0.47,-5.60
-0.46,-5.48
-0.45,-5.36
-0.44,-5.24
-0.43,-5.12
-0.42,-5.00
-0.41,-4.88
-0.40,-4.76
-0.39,-4.64
-0.38,-4.52
-0.37,-4.40
-0.36,-4.28
-0.35,-4.16
-0.34,-4.04
-0.33,-3.92
-0.32,-3.80
-0.31,-3.68
-0.30,-3.56
-0.29,-3.44
-0.28,-3.32
-0.27,-3.20
-0.26,-3.08
-0.25,-2.96
-0.24,-2.84
-0.23,-2.72
-0.22,-2.60
-0.21,-2.48
-0.20,-2.36
-0.19,-2.24
-0.18,-2.12
-0.17,-2.00
-0.16,-1.88
-0.15,-1.76
-0.14,-1.64
-0.13,-1.52
-0.12,-1.40
-0.11,-1.28
-0.10,-1.16
-0.09,-1.04
-0.08,-0.92
-0.07,-0.80
-0.06,-0.68
-0.05,-0.56
-0.04,-0.44
-0.03,-0.32
-0.02,-0.20
-0.01,-0.08
0.00,0.04
0.01,0.16
0.02,0.28
0.03,0.40
0.04,0.52
0.05,0.64
0.06,0.76
0.07,0.88
0.08,1.00
0.09,1.12
0.10,1.24
0.11,1.36
0.12,1.48
0.13,1.60
0.14,1.72
0.15,1.84
0.16,1.96
0.17,2.08
0.18,2.20
0.19,2.32
0.20,2.44
0.21,2.56
0.22,2.68
0.23,2.80
0.24,2.92
0.25,3.04
0.26,3.16
0.27,3.28
0.28,3.40
0.29,3.52
0.30,3.64
0.31,3.76
0.32,3.88
0.33,4.00
0.34,4.12
0.35,4.24
0.36,4.36
0.37,4.48
0.38,4.60
0.39,4.72
0.40,4.84
0.41,4.96
0.42,5.08
0.43,5.20
0.44,5.32
0.45,5.44
0.46,5.56
0.47,5.68
0.48,5.80
0.49,5.92
0.50,6.04
0.51,6.16
0.52,6.28
0.53,6.40
0.54,6.52
0.55,6.64
0.56,6.76
0.57,6.88
0.58,7.00
0.59,7.12
0.60,7.24
0.61,7.36
0.62,7.48
0.63,7.60
0.64,7.72
0.65,7.84
0.66,7.96
0.67,8.08
0.68,8.20
0.69,8.32
0.70,8.44
0.71,8.56
0.72,8.68
0.73,8.80
0.74,8.92
0.75,9.04
0.76,9.16
0.77,9.28
0.78,9.40
0.79,9.52
0.80,9.64
0.81,9.76
0.82,9.88
0.83,10.00
0.84,10.12
0.85,10.24
0.86,10.36
0.87,10.48
0.88,10.60
0.89,10.72
0.90,10.84
0.91,10.96
0.92,11.08
0.93,11.20
0.94,11.32
0.95,11.44
0.96,11.56
0.97,11.68
0.98,11.80
0.99,11.92
1.00,12.04
1.01,12.16
1.02,12.28
1.03,12.40
1.04,12.52
1.05,12.64
1.06,12.76
1.07,12.88
1.08,13.00
1.09,13.12
1.10,13.24
1.11,13.36
1.12,13.48
1.13,13.60
1.14,13.72
1.15,13.84
1.16,13.96
1.17,14.08
1.18,14.20
1.19,14.32
1.20,14.44
1.21,14.56
1.22,14.68
1.23,14.80
1.24,14.92
1.25,15.04
1.26,15.16
1.27,15.28
1.28,15.40
1.29,15.52
1.30,15.64
1.31,15.76
1.32,15.88
1.33,16.00
1.34,16.12
1.35,16.24
1.36,16.36
1.37,16.48
1.38,16.60
1.39,16.72
1.40,16.84
1.41,16.96
1.42,17.08
1.43,17.20
1.44,17.32
1.45,17.44
1.46,17.56
1.47,17.68
1.48,17.80
1.49,17.92
1.50,18.04
1.51,18.16
1.52,18.28
1.53,18.40
1.54,18.52
1.55,18.64
1.56,18.76
1.57,18.88
1.58,19.00
1.59,19.12
1.60,19.24
1.61,19.36
1.62,19.48
1.63,19.60
1.64,19.72
1.65,19.84
1.66,19.96
1.67,20.08
1.68,20.20
1.69,20.32
1.70,20.44
1.71,20.56
1.72,20.68
1.73,20.80
1.74,20.92
1.75,21.04
1.76,21.16
1.77,21.28
1.78,21.40
1.79,21.52
1.80,21.64
1.81,21.76
1.82,21.88
1.83,22.00
1.84,22.12
1.85,22.24
1.86,22.36
1.87,22.48
1.88,22.60
1.89,22.72
1.90,22.84
1.91,22.96
1.92,23.08
1.93,23.20
1.94,23.32
1.95,23.44
1.96,23.56
1.97,23.68
1.98,23.80
1.99,23.92
2.00,24.04
2.01,24.16
2.02,24.28
2.03,24.40
2.04,24.52
2.05,24.64
2.06,24.76
2.07,24.88
2.08,25.00
2.09,25.12
2.10,25.24
2.11,25.36
2.12,25.48
2.13,25.60
2.14,25.72
2.15,25.84
2.16,25.96
2.17,26.08
2.18,26.20
2.19,26.32
2.20,26.44
2.21,26.56
2.22,26.68
2.23,26.80
2.24,26.92
2.25,27.04
2.26,27.16
2.27,27.28
2.28,27.40
2.29,27.52
2.30,27.64
2.31,27.76
2.32,27.88
2.33,28.00
2.34,28.12
2.35,28.24
2.36,28.36
2.37,28.48
2.38,28.60
2.39,28.72
2.40,28.84
2.41,28.96
2.42,29.08
2.43,29.20
2.44,29.32
2.45,29.44
2.46,29.56
2.47,29.68
2.48,29.80
2.49,29.92
2.50,30.04
2.51,30.16
2.52,30.28
2.53,30.40
2.54,30.52
2.55,30.64
2.56,30.76
2.57,30.88
2.58,31.00
2.59,31.12
2.60,31.24
2.61,31.36
2.62,31.48
2.63,31.60
2.64,31.72
2.65,31.84
2.66,31.96
2.67,32.08
2.68,32.20
2.69,32.32
2.70,32.44
2.71,32.56
2.72,32.68
2.73,32.80
2.74,32.92
2.75,33.04
2.76,33.16
2.77,33.28
2.78,33.40
2.79,33.52
2.80,33.64
2.81,33.76
2.82,33.88
2.83,34.00
2.84,34.12
2.85,34.24
2.86,34.36
2.87,34.48
2.88,34.60
2.89,34.72
2.90,34.84
2.91,34.96
2.92,35.08
2.93,35.20
2.94,35.32
2.95,35.44
2.96,35.56
2.97,35.68
2.98,35.80
2.99,35.92
3.00,36.04
3.01,36.16
3.02,36.28
3.03,36.40
3.04,36.52
3.05,36.64
3.06,36.76
3.07,36.88
3.08,37.00
3.09,37.12
3.10,37.24
3.11,37.36
3.12,37.48
3.13,37.60
3.14,37.72
3.15,37.84
3.16,37.96
3.17,38.08
3.18,38.20
3.19,38.32
3.20,38.44
3.21,38.56
3.22,38.68
3.23,38.80
3.24,38.92
3.25,39.04
3.26,39.16
3.27,39.28
3.28,39.40
3.29,39.52
3.30,39.64
3.31,39.76
3.32,39.88
3.33,40.00
3.34,40.12
3.35,40.24
3.36,40.36
3.37,40.48
3.38,40.60
3.39,40.72
3.40,40.84
3.41,40.96
3.42,41.08
3.43,41.20
3.44,41.32
3.45,41.44
3.46,41.56
3.47,41.68
3.48,41.80
3.49,41.92
3.50,42.04
3.51,42.16
3.52,42.28
3.53,42.40
3.54,42.52
3.55,42.64
3.56,42.76
3.57,42.88
3.58,43.00
3.59,43.12
3.60,43.24
3.61,43.36
3.62,43.48
3.63,43.60
3.64,43.72
3.65,43.84
3.66,43.96
3.67,44.08
3.68,44.20
3.69,44.32
3.70,44.44
3.71,44.56
3.72,44.68
3.73,44.80
3.74,44.92
3.75,45.04
3.76,45.16
3.77,45.28
3.78,45.40
3.79,45.52
3.80,45.64
3.81,45.76
3.82,45.88
3.83,46.00
3.84,46.12
3.85,46.24
3.86,46.36
3.87,46.48
3.88,46.60
3.89,46.72
3.90,46.84
3.91,46.96
3.92,47.08
3.93,47.20
3.94,47.32
3.95,47.44
3.96,47.56
3.97,47.68
3.98,47.80
3.99,47.92
4.00,48.04
4.01,48.16
4.02,48.28
4.03,48.40
4.04,48.52
4.05,48.64
4.06,48.76
4.07,48.88
4.08,49.00
4.09,49.12
4.10,49.24
4.11,49.36
4.12,49.48
4.13,49.60
4.14,49.72
4.15,49.84
4.16,49.96
4.17,50.08
4.18,50.20
4.19,50.32
4.20,50.44
4.21,50.56
4.22,50.68
4.23,50.80
4.24,50.92
4.25,51.04
4.26,51.16
4.27,51.28
4.28,51.40
4.29,51.52
4.30,51.64
4.31,51.76
4.32,51.88
4.33,52.00
4.34,52.12
4.35,52.24
4.36,52.36
4.37,52.48
4.38,52.60
4.39,52.72
4.40,52.84
4.41,52.96
4.42,53.08
4.43,53.20
4.44,53.32
4.45,53.44
4.46,53.56
4.47,53.68
4.48,53.80
4.49,53.92
4.50,54.04
4.51,54.16
4.52,54.28
4.53,54.40
4.54,54.52
4.55,54.64
4.56,54.76
4.57,54.88
4.58,55.00
4.59,55.12
4.60,55.24
4.61,55.36
4.62,55.48
4.63,55.60
4.64,55.72
4.65,55.84
4.66,55.96
4.67,56.08
4.68,56.20
4.69,56.32
4.70,56.44
4.71,56.56
4.72,56.68
4.73,56.80
4.74,56.92
4.75,57.04
4.76,57.16
4.77,57.28
4.78,57.40
4.79,57.52
4.80,57.64
4.81,57.76
4.82,57.88
4.83,58.00
4.84,58.12
4.85,58.24
4.86,58.36
4.87,58.48
4.88,58.60
4.89,58.72
4.90,58.84
4.91,58.96
4.92,59.08
4.93,59.20
4.94,59.32
4.95,59.44
4.96,59.56
4.97,59.68
4.98,59.80
4.99,59.92
5.00,60.04
5.01,60.16
5.02,60.28
5.03,60.40
5.04,60.52
5.05,60.64
5.06,60.76
5.07,60.88
5.08,61.00
5.09,61.12
5.10,61.24
5.11,61.36
5.12,61.48
5.13,61.60
5.14,61.72
5.15,61.84
5.16,61.96
5.17,62.08
5.18,62.20
5.19,62.32
5.20,62.44
5.21,62.56
5.22,62.68
5.23,62.80
5.24,62.92
5.25,63.04
5.26,63.16
5.27,63.28
5.28,63.40
5.29,63.52
5.30,63.64
5.31,63.76
5.32,63.88
5.33,64.00
5.34,64.12
5.35,64.24
5.36,64.36
5.37,64.48
5.38,64.60
5.39,64.72
5.40,64.84
5.41,64.96
5.42,65.08
5.43,65.20
5.44,65.32
5.45,65.44
5.46,65.56
5.47,65.68
5.48,65.80
5.49,65.92
5.50,66.04
5.51,66.16
5.52,66.28
5.53,66.40
5.54,66.52
5.55,66.64
5.56,66.76
5.57,66.88
5.58,67.00
5.59,67.12
5.60,67.24
5.61,67.36
5.62,67.48
5.63,67.60
5.64,67.72
5.65,67.84
5.66,67.96
5.67,68.08
5.68,68.20
5.69,68.32
5.70,68.44
5.71,68.56
5.72,68.68
5.73,68.80
5.74,68.92
5.75,69.04
5.76,69.16
5.77,69.28
5.78,69.40
5.79,69.52
5.80,69.64
5.81,69.76
5.82,69.88
5.83,70.00
5.84,70.12
5.85,70.24
5.86,70.36
5.87,70.48
5.88,70.60
5.89,70.72
5.90,70.84
5.91,70.96
5.92,71.08
5.93,71.20
5.94,71.32
5.95,71.44
5.96,71.56
5.97,71.68
5.98,71.80
5.99,71.92
6.00,72.04
6.01,72.16
6.02,72.28
6.03,72.40
6.04,72.52
6.05,72.64
6.06,72.76
6.07,72.88
6.08,73.00
6.09,73.12
6.10,73.24
6.11,73.36
6.12,73.48
6.13,73.60
6.14,73.72
6.15,73.84
6.16,73.96
6.17,74.08
6.18,74.20
6.19,74.32
6.20,74.44
6.21,74.56
6.22,74.68
6.23,74.80
6.24,74.92
6.25,75.04
6.26,75.16
6.27,75.28
6.28,75.40
6.29,75.52
6.30,75.64
6.31,75.76
6.32,75.88
6.33,76.00
6.34,76.12
6.35,76.24
6.36,76.36
6.37,76.48
6.38,76.60
6.39,76.72
6.40,76.84
6.41,76.96
6.42,77.08
6.43,77.20
6.44,77.32
6.45,77.44
6.46,77.56
6.47,77.68
6.48,77.80
6.49,77.92
6.50,78.04
6.51,78.16
6.52,78.28
6.53,78.40
6.54,78.52
6.55,78.64
6.56,78.76
6.57,78.88
6.58,79.00
6.59,79.12
6.60,79.24
6.61,79.36
6.62,79.48
6.63,79.60
6.64,79.72
6.65,79.84
6.66,79.96
6.67,80.08
6.68,80.20
6.69,80.32
6.70,80.44
6.71,80.56
6.72,80.68
6.73,80.80
6.74,80.92
6.75,81.04
6.76,81.16
6.77,81.28
6.78,81.40
6.79,81.52
6.80,81.64
6.81,81.76
6.82,81.88
6.83,82.00
6.84,82.12
6.85,82.24
6.86,82.36
6.87,82.48
6.88,82.60
6.89,82.72
6.90,82.84
6.91,82.96
6.92,83.08
6.93,83.20
6.94,83.32
6.95,83.44
6.96,83.56
6.97,83.68
6.98,83.80
6.99,83.92
7.00,84.04
7.01,84.16
7.02,84.28
7.03,84.40
7.04,84.52
7.05,84.64
7.06,84.76
7.07,84.88
7.08,85.00
7.09,85.12
7.10,85.24
7.11,85.36
7.12,85.48
7.13,85.60
7.14,85.72
7.15,85.84
7.16,85.96
7.17,86.08
7.18,86.20
7.19,86.32
7.20,86.44
7.21,86.56
7.22,86.68
7.23,86.80
7.24,86.92
7.25,87.04
7.26,87.16
7.27,87.28
7.28,87.40
7.29,87.52
7.30,87.64
7.31,87.76
7.32,87.88
7.33,88.00
7.34,88.12
7.35,88.24
7.36,88.36
7.37,88.48
7.38,88.60
7.39,88.72
7.40,88.84
7.41,88.96
7.42,89.08
7.43,89.20
7.44,89.32
7.45,89.44
7.46,89.56
7.47,89.68
7.48,89.80
7.49,89.92
7.50,90.04
7.51,90.16
7.52,90.28
7.53,90.40
7.54,90.52
7.55,90.64
7.56,90.76
7.57,90.88
7.58,91.00
7.59,91.12
7.60,91.24
7.61,91.36
7.62,91.48
7.63,91.60
7.64,91.72
7.65,91.84
7.66,91.96
7.67,92.08
7.68,92.20
7.69,92.32
7.70,92.44
7.71,92.56
7.72,92.68
7.73,92.80
7.74,92.92
7.75,93.04
7.76,93.16
7.77,93.28
7.78,93.40
7.79,93.52
7.80,93.64
7.81,93.76
7.82,93.88
7.83,94.00
7.84,94.12
7.85,94.24
7.86,94.36
7.87,94.48
7.88,94.60
7.89,94.72
7.90,94.84
7.91,94.96
7.92,95.08
7.93,95.20
7.94,95.32
7.95,95.44
7.96,95.56
7.97,95.68
7.98,95.80
7.99,95.92
8.00,96.04
8.01,96.16
8.02,96.28
8.03,96.40
8.04,96.52
8.05,96.64
8.06,96.76
8.07,96.88
8.08,97.00
8.09,97.12
8.10,97.24
8.11,97.36
8.12,97.48
8.13,97.60
8.14,97.72
8.15,97.84
8.16,97.96
8.17,98.08
8.18,98.20
8.19,98.32
8.20,98.44
8.21,98.56
8.22,98.68
8.23,98.80
8.24,98.92
8.25,99.04
8.26,99.16
8.27,99.28
8.28,99.40
8.29,99.52
8.30,99.64
8.31,99.76
8.32,99.88
8.33,100.00
8.34,100.12
8.35,100.24
8.36,100.36
8.37,100.48
8.38,100.60
8.39,100.72
8.40,100.84
8.41,100.96
8.42,101.08
8.43,101.20
8.44,101.32
8.45,101.44
8.46,101.56
8.47,101.68
8.48,101.80
8.49,101.92
8.50,102.04
8.51,102.16
8.52,102.28
8.53,102.40
8.54,102.52
8.55,102.64
8.56,102.76
8.57,102.88
8.58,103.00
8.59,103.12
8.60,103.24
8.61,103.36
8.62,103.48
8.63,103.60
8.64,103.72
8.65,103.84
8.66,103.96
8.67,104.08
8.68,104.20
8.69,104.32
8.70,104.44
8.71,104.56
8.72,104.68
8.73,104.80
8.74,104.92
8.75,105.04
8.76,105.16
8.77,105.28
8.78,105.40
8.79,105.52
8.80,105.64
8.81,105.76
8.82,105.88
8.83,106.00
8.84,106.12
8.85,106.24
8.86,106.36
8.87,106.48
8.88,106.60
8.89,106.72
8.90,106.84
8.91,106.96
8.92,107.08
8.93,107.20
8.94,107.32
8.95,107.44
8.96,107.56
8.97,107.68
8.98,107.80
8.99,107.92
9.00,108.04
9.01,108.16
9.02,108.28
9.03,108.40
9.04,108.52
9.05,108.64
9.06,108.76
9.07,108.88
9.08,109.00
9.09,109.12
9.10,109.24
9.11,109.36
9.12,109.48
9.13,109.60
9.14,109.72
9.15,109.84
9.16,109.96
9.17,110.08
9.18,110.20
9.19,110.32
9.20,110.44
9.21,110.56
9.22,110.68
9.23,110.80
9.24,110.92
9.25,111.04
9.26,111.16
9.27,111.28
9.28,111.40
9.29,111.52
9.30,111.64
9.31,111.76
9.32,111.88
9.33,112.00
9.34,112.12
9.35,112.24
9.36,112.36
9.37,112.48
9.38,112.60
9.39,112.72
9.40,112.84
9.41,112.96
9.42,113.08
9.43,113.20
